id,scrimId,event_type,match_time,round_number,previous_objective_index,current_objective_index,MapDataId
4643,417,objective_updated,369.38,2,3,0,1489
4644,417,objective_updated,519.61,2,0,1,1489
4645,417,objective_updated,707.67,2,1,2,1489
4646,417,objective_updated,860.35,2,2,3,1489
4647,417,objective_updated,860.35,3,3,0,1489
4648,418,objective_updated,253.16,2,0,2,1490
4649,418,objective_updated,479.41,3,2,1,1490
4650,418,objective_updated,274.43,1,0,1,1491
4651,418,objective_updated,424.51,2,1,0,1491
4652,418,objective_updated,488.42,2,0,1,1491
4653,418,objective_updated,597.37,2,1,2,1491
4654,418,objective_updated,927.51,2,2,3,1491
4655,418,objective_updated,81.42,1,0,1,1492
4656,418,objective_updated,395.14,2,1,0,1492
4657,418,objective_updated,490.3,2,0,1,1492
4658,418,objective_updated,681.94,2,1,2,1492
4659,418,objective_updated,878.8,2,2,3,1492
4660,418,objective_updated,122.09,2,0,2,1493
4661,418,objective_updated,266.01,3,2,3,1493
4662,418,objective_updated,391.19,4,3,1,1493
4663,418,objective_updated,570.64,5,1,4,1493
4664,418,objective_updated,785.72,6,4,1,1493
4665,419,objective_updated,0,1,0,1,1495
4666,419,objective_updated,174.96,2,1,2,1495
4667,419,objective_updated,502.12,3,2,0,1495
4668,419,objective_updated,127.85,1,0,1,1496
4669,419,objective_updated,331.96,1,1,2,1496
4670,419,objective_updated,497.01,1,2,3,1496
4671,419,objective_updated,497.01,2,3,0,1496
4672,419,objective_updated,225.7,2,0,1,1497
4673,419,objective_updated,391.1,3,1,2,1497
4674,419,objective_updated,521.8,4,2,3,1497
4675,419,objective_updated,649.88,5,3,4,1497
4676,419,objective_updated,847.82,6,4,1,1497
4677,419,objective_updated,53.85,1,0,1,1498
4678,419,objective_updated,186.93,1,1,2,1498
4679,419,objective_updated,271.25,1,2,3,1498
4680,419,objective_updated,271.25,2,3,0,1498
4681,419,objective_updated,469.37,2,0,1,1498
4682,419,objective_updated,686.65,2,1,2,1498
4683,419,objective_updated,797.11,2,2,3,1498
4684,419,objective_updated,243.11,2,0,2,1500
4685,419,objective_updated,484.87,3,2,1,1500
4686,420,objective_updated,154.55,2,0,2,1501
4687,420,objective_updated,415.15,3,2,1,1501
4688,420,objective_updated,59.26,1,0,1,1502
4689,420,objective_updated,127.3,1,1,2,1502
4690,420,objective_updated,269.98,1,2,3,1502
4691,420,objective_updated,270,2,3,0,1502
4692,420,objective_updated,427.92,2,0,1,1502
4693,420,objective_updated,248.14,1,0,1,1503
4694,420,objective_updated,347.37,1,1,2,1503
4695,420,objective_updated,457.81,1,2,3,1503
4696,420,objective_updated,457.81,2,3,0,1503
4697,420,objective_updated,540.28,2,0,1,1503
4698,420,objective_updated,751.73,2,1,2,1503
4699,420,objective_updated,808.26,2,2,3,1503
4700,420,objective_updated,110.06,2,0,4,1505
4701,420,objective_updated,237.64,3,4,3,1505
4702,420,objective_updated,396.68,4,3,2,1505
4703,420,objective_updated,606.46,5,2,1,1505
4704,420,objective_updated,749.54,6,1,4,1505
4705,420,objective_updated,0,1,0,2,1506
4706,420,objective_updated,216.05,2,2,1,1506
4707,420,objective_updated,553.31,3,1,0,1506
4708,420,objective_updated,0,1,0,2,1507
4709,420,objective_updated,216.05,2,2,1,1507
4710,420,objective_updated,553.31,3,1,0,1507
4711,421,objective_updated,0,1,0,2,1508
4712,421,objective_updated,173.16,2,2,0,1508
4713,421,objective_updated,493.44,3,0,1,1508
4714,421,objective_updated,118.57,1,0,1,1509
4715,421,objective_updated,294.42,1,1,2,1509
4716,421,objective_updated,490.88,2,2,0,1509
4717,421,objective_updated,578.45,2,0,1,1509
4718,421,objective_updated,849.55,2,1,2,1509
4719,421,objective_updated,73.92,1,0,1,1510
4720,421,objective_updated,225.39,1,1,2,1510
4721,421,objective_updated,323.64,1,2,3,1510
4722,421,objective_updated,323.66,2,3,0,1510
4723,421,objective_updated,389.99,2,0,1,1510
4724,421,objective_updated,541.83,2,1,2,1510
4725,421,objective_updated,738.79,2,2,3,1510
4726,421,objective_updated,213.32,2,0,4,1512
4727,421,objective_updated,358.91,3,4,1,1512
4728,421,objective_updated,589.44,4,1,2,1512
4729,421,objective_updated,734.82,5,2,3,1512
4730,421,objective_updated,0,1,0,1,1513
4731,421,objective_updated,299.28,2,1,2,1513
4732,421,objective_updated,517.01,3,2,0,1513
4733,422,objective_updated,0,1,0,2,1514
4734,422,objective_updated,167.75,2,2,1,1514
4735,422,objective_updated,354.55,3,1,0,1514
4745,423,objective_updated,0,1,0,2,1520
4746,423,objective_updated,312.9,2,2,0,1520
4747,423,objective_updated,472,3,0,1,1520
4748,423,objective_updated,139.21,1,0,1,1521
4749,423,objective_updated,228.47,1,1,2,1521
4750,423,objective_updated,315.35,1,2,3,1521
4751,423,objective_updated,315.36,2,3,0,1521
4752,423,objective_updated,399.24,2,0,1,1521
4753,423,objective_updated,462.9,2,1,2,1521
4758,423,objective_updated,161.62,1,0,1,1523
4759,423,objective_updated,390.16,2,1,0,1523
4760,423,objective_updated,488.75,2,0,1,1523
4761,423,objective_updated,0,1,0,2,1525
4762,423,objective_updated,324.54,2,2,1,1525
4763,423,objective_updated,652.66,3,1,0,1525
4764,425,objective_updated,305.41,2,0,2,1526
4765,425,objective_updated,522.34,3,2,1,1526
4766,425,objective_updated,186.66,1,0,1,1527
4767,425,objective_updated,413.41,2,1,0,1527
4768,425,objective_updated,590.69,2,0,1,1527
4769,425,objective_updated,768.81,2,1,2,1527
4770,426,objective_updated,86.32,1,0,1,1528
4771,426,objective_updated,291.81,1,1,2,1528
4772,426,objective_updated,485.55,2,2,0,1528
4778,426,objective_updated,133.39,1,0,1,1531
4779,426,objective_updated,411.14,1,1,2,1531
4780,426,objective_updated,517.36,1,2,3,1531
4781,426,objective_updated,517.38,2,3,0,1531
4787,426,objective_updated,0,1,0,1,1533
4788,426,objective_updated,307.38,2,1,2,1533
4789,426,objective_updated,509.62,3,2,0,1533
4790,426,objective_updated,63.13,1,0,1,1534
4791,426,objective_updated,181.63,1,1,2,1534
4792,426,objective_updated,283.42,1,2,3,1534
4793,426,objective_updated,283.44,2,3,0,1534
4794,426,objective_updated,489.93,2,0,1,1534
4795,427,objective_updated,0,1,0,2,1535
4796,427,objective_updated,330.51,2,2,1,1535
4797,427,objective_updated,530.4,3,1,0,1535
4798,427,objective_updated,351.64,2,0,1,1536
4799,427,objective_updated,455.6,2,1,2,1536
4800,427,objective_updated,150.23,1,0,1,1537
4801,427,objective_updated,274.91,1,1,2,1537
4802,427,objective_updated,501.99,1,2,3,1537
4803,427,objective_updated,501.99,2,3,0,1537
4804,427,objective_updated,625.62,2,0,1,1537
4805,427,objective_updated,892.42,2,1,2,1537
4832,426,objective_updated,0,1,0,1,1546
4833,426,objective_updated,307.38,2,1,2,1546
4834,426,objective_updated,509.62,3,2,0,1546
4835,429,objective_updated,169.29,2,0,2,1547
4836,429,objective_updated,342.87,3,2,1,1547
4837,429,objective_updated,114.23,2,0,2,1548
4838,429,objective_updated,244.92,3,2,1,1548
4839,429,objective_updated,373.09,4,1,3,1548
4840,429,objective_updated,508.66,5,3,4,1548
4841,429,objective_updated,669.37,6,4,2,1548
4842,429,objective_updated,91.1,1,0,1,1549
4843,429,objective_updated,262.32,1,1,2,1549
4844,429,objective_updated,580.49,1,2,3,1549
4845,429,objective_updated,580.49,2,3,0,1549
4846,429,objective_updated,683.69,2,0,1,1549
4847,429,objective_updated,778.72,2,1,2,1549
4848,429,objective_updated,933.4,2,2,3,1549
4849,429,objective_updated,933.4,3,3,0,1549
4850,429,objective_updated,184.66,1,0,1,1550
4851,429,objective_updated,390.15,2,1,0,1550
4852,429,objective_updated,484.07,2,0,1,1550
4853,429,objective_updated,718.33,2,1,2,1550
4854,429,objective_updated,889.95,2,2,3,1550
4855,430,objective_updated,0,1,0,1,1552
4856,430,objective_updated,335.84,2,1,0,1552
4857,430,objective_updated,536.14,3,0,2,1552
4858,430,objective_updated,80.32,1,0,1,1553
4859,430,objective_updated,357.16,1,1,2,1553
4860,430,objective_updated,512.95,2,2,0,1553
4861,430,objective_updated,769.13,2,0,1,1553
4867,430,objective_updated,144.32,2,0,2,1556
4868,430,objective_updated,275.72,3,2,3,1556
4869,430,objective_updated,414.77,4,3,4,1556
4870,430,objective_updated,590.45,5,4,1,1556
4871,430,objective_updated,228.19,2,0,1,1557
4872,430,objective_updated,422.1,3,1,2,1557
4873,431,objective_updated,307.72,2,0,1,1558
4874,431,objective_updated,619.85,3,1,2,1558
4875,431,objective_updated,159.08,1,0,1,1559
4876,431,objective_updated,413,2,1,0,1559
4877,431,objective_updated,561.41,2,0,1,1559
4878,431,objective_updated,147.18,1,0,1,1561
4879,431,objective_updated,282.49,1,1,2,1561
4880,431,objective_updated,403.13,1,2,3,1561
4881,431,objective_updated,403.15,2,3,0,1561
4882,431,objective_updated,138.97,2,0,4,1562
4883,431,objective_updated,274.76,3,4,3,1562
4884,431,objective_updated,464.8,4,3,2,1562
4885,431,objective_updated,616.97,5,2,1,1562
4886,431,objective_updated,138.97,2,0,4,1563
4887,431,objective_updated,274.76,3,4,3,1563
4888,431,objective_updated,464.8,4,3,2,1563
4889,431,objective_updated,616.97,5,2,1,1563
4890,431,objective_updated,138.97,2,0,4,1564
4891,431,objective_updated,274.76,3,4,3,1564
4892,431,objective_updated,464.8,4,3,2,1564
4893,431,objective_updated,616.97,5,2,1,1564
4896,432,objective_updated,0,1,0,1,1566
4897,432,objective_updated,283.48,2,1,0,1566
4898,432,objective_updated,529.26,3,0,2,1566
4913,432,objective_updated,123.48,2,0,2,1570
4914,432,objective_updated,311.03,3,2,4,1570
4915,432,objective_updated,513.45,4,4,3,1570
4916,432,objective_updated,639.14,5,3,1,1570
4917,432,objective_updated,0,1,0,1,1571
4918,432,objective_updated,333.04,2,1,0,1571
4919,432,objective_updated,551.51,3,0,2,1571
4920,433,objective_updated,0,1,0,2,1572
4921,433,objective_updated,197.45,2,2,0,1572
4922,433,objective_updated,359.79,3,0,1,1572
4923,433,objective_updated,129.15,1,0,1,1573
4924,433,objective_updated,225.7,1,1,2,1573
4925,433,objective_updated,459.54,1,2,3,1573
4926,433,objective_updated,459.54,2,3,0,1573
4927,433,objective_updated,671.19,2,0,1,1573
4928,433,objective_updated,57.93,1,0,1,1574
4929,433,objective_updated,136.35,1,1,2,1574
4930,433,objective_updated,344.98,1,2,3,1574
4931,433,objective_updated,344.98,2,3,0,1574
4932,433,objective_updated,555.91,2,0,1,1574
4933,433,objective_updated,765.31,2,1,2,1574
4934,433,objective_updated,119.39,2,0,2,1577
4935,433,objective_updated,258.08,3,2,4,1577
4936,433,objective_updated,476.7,4,4,3,1577
4937,433,objective_updated,635.49,5,3,1,1577
4938,433,objective_updated,828.72,6,1,2,1577
4939,434,objective_updated,0,1,0,1,1578
4940,434,objective_updated,333.04,2,1,0,1578
4941,434,objective_updated,551.51,3,0,2,1578
4942,434,objective_updated,123.48,2,0,2,1579
4943,434,objective_updated,311.03,3,2,4,1579
4944,434,objective_updated,513.45,4,4,3,1579
4945,434,objective_updated,639.14,5,3,1,1579
4946,434,objective_updated,55.02,1,0,1,1581
4947,434,objective_updated,180.38,1,1,2,1581
4948,434,objective_updated,269.93,1,2,3,1581
4949,434,objective_updated,269.95,2,3,0,1581
4950,434,objective_updated,439.35,2,0,1,1581
4951,434,objective_updated,601.41,2,1,2,1581
4952,434,objective_updated,759.02,2,2,3,1581
4953,434,objective_updated,137.61,1,0,1,1582
4954,434,objective_updated,239.97,1,1,2,1582
4955,434,objective_updated,453.87,1,2,3,1582
4956,434,objective_updated,453.87,2,3,0,1582
4957,434,objective_updated,521.87,2,0,1,1582
4958,434,objective_updated,627.79,2,1,2,1582
4959,434,objective_updated,883.78,2,2,3,1582
4965,435,objective_updated,154.84,1,0,1,1585
4966,435,objective_updated,399.59,2,1,0,1585
4967,435,objective_updated,0,1,0,1,1587
4968,435,objective_updated,337.1,2,1,0,1587
4969,435,objective_updated,543.38,3,0,2,1587
4970,435,objective_updated,173.82,1,0,1,1588
4971,435,objective_updated,313.49,1,1,2,1588
4972,435,objective_updated,397.78,1,2,3,1588
4973,435,objective_updated,397.78,2,3,0,1588
4974,435,objective_updated,569.54,2,0,1,1588
4975,436,objective_updated,238.33,2,0,2,1589
4976,436,objective_updated,509.96,3,2,1,1589
4977,436,objective_updated,336.49,2,0,1,1590
4978,436,objective_updated,421.36,2,1,2,1590
4979,436,objective_updated,595.01,2,2,3,1590
4980,436,objective_updated,154.48,2,0,4,1591
4981,436,objective_updated,345.96,3,4,3,1591
4982,436,objective_updated,464.83,4,3,2,1591
4983,436,objective_updated,665.02,5,2,1,1591
4984,436,objective_updated,154.48,2,0,4,1592
4985,436,objective_updated,345.96,3,4,3,1592
4986,436,objective_updated,464.83,4,3,2,1592
4987,436,objective_updated,665.02,5,2,1,1592
4988,436,objective_updated,193.83,1,0,1,1593
4989,436,objective_updated,349.68,1,1,2,1593
4990,436,objective_updated,494.63,2,2,0,1593
4991,436,objective_updated,571.27,2,0,1,1593
4992,436,objective_updated,723.01,2,1,2,1593
4993,436,objective_updated,837.54,2,2,3,1593
4994,436,objective_updated,0,1,0,2,1595
4995,436,objective_updated,253.07,2,2,0,1595
4996,436,objective_updated,423.88,3,0,1,1595
4997,436,objective_updated,325.37,2,0,1,1596
4998,436,objective_updated,452.05,2,1,2,1596
4999,436,objective_updated,682.76,2,2,3,1596
5003,436,objective_updated,154.48,2,0,4,1598
5004,436,objective_updated,345.96,3,4,3,1598
5005,436,objective_updated,464.83,4,3,2,1598
5006,436,objective_updated,665.02,5,2,1,1598
5007,436,objective_updated,154.48,2,0,4,1599
5008,436,objective_updated,345.96,3,4,3,1599
5009,436,objective_updated,464.83,4,3,2,1599
5010,436,objective_updated,665.02,5,2,1,1599
5011,437,objective_updated,0,1,0,2,1600
5012,437,objective_updated,261.04,2,2,1,1600
5013,437,objective_updated,587.61,3,1,0,1600
5014,437,objective_updated,111.5,1,0,1,1601
5015,437,objective_updated,321.31,1,1,2,1601
5016,437,objective_updated,490.9,2,2,0,1601
5017,437,objective_updated,117.85,1,0,1,1602
5018,437,objective_updated,415.87,2,1,0,1602
5019,437,objective_updated,610.29,2,0,1,1602
5020,437,objective_updated,112.79,2,0,1,1604
5021,437,objective_updated,308.67,3,1,3,1604
5022,437,objective_updated,426.21,4,3,2,1604
5023,437,objective_updated,641.28,5,2,4,1604
5024,437,objective_updated,839.17,6,4,0,1604
5025,437,objective_updated,0,1,0,1,1605
5026,437,objective_updated,187.79,2,1,0,1605
5027,437,objective_updated,450.32,3,0,2,1605
5028,437,objective_updated,0,1,0,1,1606
5029,437,objective_updated,187.79,2,1,0,1606
5030,437,objective_updated,450.32,3,0,2,1606
5031,438,objective_updated,292,2,0,1,1607
5032,438,objective_updated,642.86,3,1,2,1607
5033,438,objective_updated,474.01,2,0,1,1608
5034,438,objective_updated,691.77,2,1,2,1608
5035,438,objective_updated,817.77,2,2,3,1608
5036,438,objective_updated,231.35,1,0,1,1610
5037,438,objective_updated,337.84,1,1,2,1610
5038,438,objective_updated,491.38,1,2,3,1610
5039,438,objective_updated,491.38,2,3,0,1610
5040,438,objective_updated,665.58,2,0,1,1610
5041,438,objective_updated,727.08,2,1,2,1610
5042,438,objective_updated,944.8,2,2,3,1610
5044,438,objective_updated,231.35,1,0,1,1612
5045,438,objective_updated,337.84,1,1,2,1612
5046,438,objective_updated,491.38,1,2,3,1612
5047,438,objective_updated,491.38,2,3,0,1612
5048,438,objective_updated,665.58,2,0,1,1612
5049,438,objective_updated,727.08,2,1,2,1612
5050,438,objective_updated,944.8,2,2,3,1612
5051,438,objective_updated,231.35,1,0,1,1613
5052,438,objective_updated,337.84,1,1,2,1613
5053,438,objective_updated,491.38,1,2,3,1613
5054,438,objective_updated,491.38,2,3,0,1613
5055,438,objective_updated,665.58,2,0,1,1613
5056,438,objective_updated,727.08,2,1,2,1613
5057,438,objective_updated,944.8,2,2,3,1613
5058,438,objective_updated,106.73,2,0,3,1614
5059,438,objective_updated,235.86,3,3,1,1614
5060,438,objective_updated,363.57,4,1,2,1614
5061,438,objective_updated,559.95,5,2,4,1614
5062,438,objective_updated,234.68,2,0,2,1615
5063,438,objective_updated,474.23,3,2,1,1615
5064,444,objective_updated,186.26,2,0,2,1616
5065,444,objective_updated,439.04,3,2,1,1616
5066,444,objective_updated,254.36,1,0,1,1617
5067,444,objective_updated,367.27,1,1,2,1617
5068,444,objective_updated,506.35,2,2,0,1617
5069,444,objective_updated,654.5,2,0,1,1617
5070,444,objective_updated,764.71,2,1,2,1617
5071,444,objective_updated,828.04,2,2,3,1617
5079,445,objective_updated,0,1,0,1,1619
5080,445,objective_updated,280.46,2,1,2,1619
5081,445,objective_updated,564.44,3,2,0,1619
5082,446,objective_updated,0,1,0,1,1620
5083,446,objective_updated,280.46,2,1,2,1620
5084,446,objective_updated,564.44,3,2,0,1620
5085,447,objective_updated,0,1,0,1,1621
5086,447,objective_updated,280.46,2,1,2,1621
5087,447,objective_updated,564.44,3,2,0,1621
5088,448,objective_updated,135.9,2,0,3,1622
5089,448,objective_updated,264.59,3,3,1,1622
5090,448,objective_updated,408.28,4,1,4,1622
5091,448,objective_updated,533.2,5,4,2,1622
5092,448,objective_updated,753.38,6,2,0,1622
5098,448,objective_updated,0,1,0,1,1624
5099,448,objective_updated,280.46,2,1,2,1624
5100,448,objective_updated,564.44,3,2,0,1624
5101,448,objective_updated,0,1,0,1,1625
5102,448,objective_updated,280.46,2,1,2,1625
5103,448,objective_updated,564.44,3,2,0,1625
5104,448,objective_updated,0,1,0,1,1626
5105,448,objective_updated,280.46,2,1,2,1626
5106,448,objective_updated,564.44,3,2,0,1626
5107,448,objective_updated,125.23,1,0,1,1627
5108,448,objective_updated,219.53,1,1,2,1627
5109,448,objective_updated,404.4,1,2,3,1627
5110,448,objective_updated,404.4,2,3,0,1627
5111,448,objective_updated,129.18,1,0,1,1628
5112,448,objective_updated,304.85,1,1,2,1628
5113,448,objective_updated,487.93,1,2,3,1628
5114,448,objective_updated,487.93,2,3,0,1628
5115,448,objective_updated,541.51,2,0,1,1628
5116,449,objective_updated,0,1,0,1,1630
5117,449,objective_updated,334.6,2,1,0,1630
5118,449,objective_updated,613.2,3,0,2,1630
5119,450,objective_updated,0,1,0,1,1631
5120,450,objective_updated,334.6,2,1,0,1631
5121,450,objective_updated,613.2,3,0,2,1631
5122,451,objective_updated,0,1,0,1,1632
5123,451,objective_updated,334.6,2,1,0,1632
5124,451,objective_updated,613.2,3,0,2,1632
5125,452,objective_updated,0,1,0,1,1633
5126,452,objective_updated,334.6,2,1,0,1633
5127,452,objective_updated,613.2,3,0,2,1633
5128,452,objective_updated,267.35,1,0,1,1634
5129,452,objective_updated,441.09,2,1,0,1634
5130,452,objective_updated,526.23,2,0,1,1634
5131,452,objective_updated,637.86,2,1,2,1634
5132,452,objective_updated,806.57,2,2,3,1634
5133,452,objective_updated,47.63,1,0,1,1635
5134,452,objective_updated,143.15,1,1,2,1635
5135,452,objective_updated,281.67,1,2,3,1635
5136,452,objective_updated,281.67,2,3,0,1635
5137,452,objective_updated,395.19,2,0,1,1635
5138,452,objective_updated,572.84,2,1,2,1635
5139,452,objective_updated,718.14,2,2,3,1635
5140,453,objective_updated,0,1,0,2,1637
5141,453,objective_updated,263.71,2,2,1,1637
5142,453,objective_updated,498.61,3,1,0,1637
5143,453,objective_updated,450.41,2,0,1,1638
5144,453,objective_updated,518.18,2,1,2,1638
5145,453,objective_updated,650.43,2,2,3,1638
5146,453,objective_updated,236.1,2,0,2,1639
5147,453,objective_updated,365.92,3,2,1,1639
5148,453,objective_updated,529.45,4,1,3,1639
5149,453,objective_updated,665.35,5,3,4,1639
5150,453,objective_updated,833.21,6,4,1,1639
5151,453,objective_updated,340.38,2,0,1,1640
5152,453,objective_updated,462.53,2,1,2,1640
5153,453,objective_updated,567.48,2,2,3,1640
5154,453,objective_updated,160.98,2,0,1,1642
5155,453,objective_updated,434.81,3,1,2,1642
5156,453,objective_updated,362.2,2,0,1,1643
5157,453,objective_updated,496.37,2,1,2,1643
5158,452,objective_updated,144.34,2,0,2,1644
5159,452,objective_updated,304.77,3,2,1,1644
5160,452,objective_updated,444.41,4,1,3,1644
5161,452,objective_updated,610.51,5,3,4,1644
5162,452,objective_updated,858.34,6,4,2,1644
5177,454,objective_updated,204.07,2,0,4,1649
5178,454,objective_updated,389.93,3,4,3,1649
5179,454,objective_updated,546.25,4,3,2,1649
5180,454,objective_updated,741.09,5,2,1,1649
5181,454,objective_updated,977.47,6,1,0,1649
5182,454,objective_updated,0,1,0,1,1650
5183,454,objective_updated,186.16,2,1,2,1650
5184,454,objective_updated,472.69,3,2,0,1650
5185,455,objective_updated,0,1,0,2,1651
5186,455,objective_updated,281.11,2,2,1,1651
5187,455,objective_updated,479.06,3,1,0,1651
5188,455,objective_updated,100.31,1,0,1,1652
5189,455,objective_updated,419.09,2,1,0,1652
5190,455,objective_updated,513.15,2,0,1,1652
5191,455,objective_updated,585.85,2,1,2,1652
5192,455,objective_updated,129.59,1,0,1,1653
5193,455,objective_updated,263.74,1,1,2,1653
5194,455,objective_updated,495.92,1,2,3,1653
5195,455,objective_updated,495.92,2,3,0,1653
5196,455,objective_updated,589.72,2,0,1,1653
5197,455,objective_updated,728.5,2,1,2,1653
5198,455,objective_updated,773.84,2,2,3,1653
5199,455,objective_updated,117.83,2,0,2,1654
5200,455,objective_updated,306.58,3,2,1,1654
5201,455,objective_updated,499.74,4,1,3,1654
5202,455,objective_updated,691.03,5,3,4,1654
5203,455,objective_updated,805.94,6,4,1,1654
5207,456,objective_updated,215.56,1,0,1,1658
5208,456,objective_updated,318.27,1,1,2,1658
5209,456,objective_updated,501.76,2,2,0,1658
5210,456,objective_updated,628.32,2,0,1,1658
5211,456,objective_updated,751.26,2,1,2,1658
5212,456,objective_updated,1101.09,2,2,3,1658
5213,456,objective_updated,219.33,2,0,2,1659
5214,456,objective_updated,432.53,3,2,4,1659
5215,456,objective_updated,558.04,4,4,1,1659
5216,456,objective_updated,756.58,5,1,3,1659
5217,456,objective_updated,979.71,6,3,1,1659
5222,456,objective_updated,0,1,0,1,1662
5223,456,objective_updated,199.93,2,1,2,1662
5224,456,objective_updated,486.73,3,2,0,1662
5228,458,objective_updated,341.18,2,0,1,1664
5229,458,objective_updated,447.94,2,1,2,1664
5230,458,objective_updated,536.76,2,2,3,1664
5231,458,objective_updated,195.48,1,0,1,1665
5232,458,objective_updated,415.37,2,1,0,1665
5233,458,objective_updated,475.38,2,0,1,1665
5234,458,objective_updated,577.9,2,1,2,1665
5235,458,objective_updated,709.93,2,2,3,1665
5236,458,objective_updated,116.47,2,0,1,1666
5237,458,objective_updated,299.49,3,1,2,1666
5238,458,objective_updated,537.7,4,2,4,1666
5239,458,objective_updated,703.09,5,4,3,1666
5240,458,objective_updated,322.57,2,0,1,1667
5241,458,objective_updated,491.08,2,1,2,1667
5242,458,objective_updated,575.53,2,2,3,1667
5243,459,objective_updated,0,1,0,1,1674
5244,459,objective_updated,211.04,2,1,2,1674
5245,459,objective_updated,447.91,3,2,0,1674
5246,459,objective_updated,238.18,1,0,1,1675
5247,459,objective_updated,402.7,1,1,2,1675
5248,459,objective_updated,492.75,2,2,0,1675
5249,459,objective_updated,581.16,2,0,1,1675
5250,459,objective_updated,639.01,2,1,2,1675
5251,459,objective_updated,826.05,2,2,3,1675
5257,459,objective_updated,153.41,2,0,4,1678
5258,459,objective_updated,331.44,3,4,1,1678
5259,459,objective_updated,496.35,4,1,2,1678
5260,459,objective_updated,742.19,5,2,3,1678
5261,459,objective_updated,913.41,6,3,2,1678
5268,460,objective_updated,0,1,0,1,1682
5269,460,objective_updated,221.41,2,1,2,1682
5270,460,objective_updated,431.4,3,2,0,1682
5271,460,objective_updated,240.87,1,0,1,1683
5272,460,objective_updated,395.86,1,1,2,1683
5273,460,objective_updated,512.13,2,2,0,1683
5274,460,objective_updated,49.53,1,0,1,1684
5275,460,objective_updated,179.28,1,1,2,1684
5276,460,objective_updated,450.55,1,2,3,1684
5277,460,objective_updated,450.55,2,3,0,1684
5278,460,objective_updated,592.43,2,0,1,1684
5279,460,objective_updated,774.29,2,1,2,1684
5280,460,objective_updated,138.93,2,0,4,1686
5281,460,objective_updated,366.54,3,4,2,1686
5282,460,objective_updated,506.66,4,2,1,1686
5283,460,objective_updated,672.14,5,1,3,1686
5284,460,objective_updated,892.55,6,3,4,1686
5285,461,objective_updated,0,1,0,1,1687
5286,461,objective_updated,371.64,2,1,2,1687
5287,461,objective_updated,553.5,3,2,0,1687
5288,462,objective_updated,0,1,0,1,1688
5289,462,objective_updated,371.64,2,1,2,1688
5290,462,objective_updated,553.5,3,2,0,1688
5294,464,objective_updated,0,1,0,1,1690
5295,464,objective_updated,371.64,2,1,2,1690
5296,464,objective_updated,553.5,3,2,0,1690
5297,465,objective_updated,0,1,0,1,1691
5298,465,objective_updated,371.64,2,1,2,1691
5299,465,objective_updated,553.5,3,2,0,1691
5300,465,objective_updated,98.39,1,0,1,1692
5301,465,objective_updated,228.42,1,1,2,1692
5302,465,objective_updated,332.92,1,2,3,1692
5303,465,objective_updated,332.92,2,3,0,1692
5304,465,objective_updated,409.3,2,0,1,1692
5305,465,objective_updated,541.03,2,1,2,1692
5306,465,objective_updated,108.62,1,0,1,1693
5307,465,objective_updated,331.76,1,1,2,1693
5308,465,objective_updated,425.74,1,2,3,1693
5309,465,objective_updated,425.75,2,3,0,1693
5310,465,objective_updated,661.37,2,0,1,1693
5311,465,objective_updated,858.19,2,1,2,1693
5312,465,objective_updated,169.66,2,0,4,1694
5313,465,objective_updated,305.86,3,4,1,1694
5314,465,objective_updated,437.42,4,1,3,1694
5315,465,objective_updated,557.31,5,3,2,1694
5316,465,objective_updated,698.54,6,2,1,1694
5317,466,objective_updated,0,1,0,2,1695
5318,466,objective_updated,236.36,2,2,0,1695
5319,466,objective_updated,481.51,3,0,1,1695
5320,466,objective_updated,116.63,2,0,1,1697
5321,466,objective_updated,239.01,3,1,2,1697
5322,466,objective_updated,360.15,4,2,4,1697
5323,466,objective_updated,511.98,5,4,3,1697
5324,466,objective_updated,668.96,6,3,1,1697
5325,466,objective_updated,136.35,1,0,1,1698
5326,466,objective_updated,395.11,2,1,0,1698
5327,466,objective_updated,551.67,2,0,1,1698
5328,466,objective_updated,637.43,2,1,2,1698
5329,466,objective_updated,920.99,2,2,3,1698
5330,466,objective_updated,0,1,0,1,1700
5331,466,objective_updated,235.17,2,1,0,1700
5332,466,objective_updated,403.01,3,0,2,1700
5333,468,objective_updated,218.19,2,0,1,1701
5334,468,objective_updated,483.28,3,1,2,1701
5335,467,objective_updated,218.19,2,0,1,1702
5336,467,objective_updated,483.28,3,1,2,1702
5337,467,objective_updated,95.66,1,0,1,1703
5338,467,objective_updated,282.73,1,1,2,1703
5339,467,objective_updated,504.12,1,2,3,1703
5340,467,objective_updated,504.12,2,3,0,1703
5341,467,objective_updated,688.47,2,0,1,1703
5342,469,objective_updated,0,1,0,1,1704
5343,469,objective_updated,204.39,2,1,0,1704
5344,469,objective_updated,506.13,3,0,2,1704
5353,469,objective_updated,69.07,1,0,1,1707
5354,469,objective_updated,204.58,1,1,2,1707
5355,469,objective_updated,294.88,1,2,3,1707
5356,469,objective_updated,294.88,2,3,0,1707
5357,469,objective_updated,359.47,2,0,1,1707
5358,469,objective_updated,590.24,2,1,2,1707
5359,469,objective_updated,813.59,2,2,3,1707
5360,470,objective_updated,147.38,1,0,1,1708
5361,470,objective_updated,226.42,1,1,2,1708
5362,470,objective_updated,324.2,1,2,3,1708
5363,470,objective_updated,324.2,2,3,0,1708
5364,470,objective_updated,462.48,2,0,1,1708
