id,scrimId,event_type,match_time,round_number,previous_objective_index,current_objective_index,MapDataId
13928,1097,objective_updated,654.07,2,1,2,4286
13929,1097,objective_updated,807,2,2,3,4286
13930,1097,objective_updated,283.38,2,0,1,4288
13931,1097,objective_updated,590.22,3,1,2,4288
13935,1098,objective_updated,482.28,2,0,1,4291
13936,1098,objective_updated,104.04,1,0,1,4292
13937,1098,objective_updated,228.55,1,1,2,4292
13938,1098,objective_updated,420.42,1,2,3,4292
13939,1098,objective_updated,420.42,2,3,0,4292
13940,1098,objective_updated,494.64,2,0,1,4292
13941,1098,objective_updated,656.93,2,1,2,4292
13942,1098,objective_updated,914.35,2,2,3,4292
13943,1098,objective_updated,482.28,2,0,1,4293
13944,1098,objective_updated,98.96,1,0,1,4294
13945,1098,objective_updated,283.12,1,1,2,4294
13946,1098,objective_updated,485.19,2,2,0,4294
13947,1098,objective_updated,568.13,2,0,1,4294
13948,1098,objective_updated,783.28,2,1,2,4294
13949,1098,objective_updated,939.27,2,2,3,4294
13950,1098,objective_updated,97.92,1,0,1,4295
13951,1098,objective_updated,225.46,1,1,2,4295
13952,1098,objective_updated,409.44,1,2,3,4295
13953,1098,objective_updated,409.44,2,3,0,4295
13954,1098,objective_updated,571.48,2,0,1,4295
13955,1098,objective_updated,820.06,2,1,2,4295
13977,1101,objective_updated,79.36,1,0,1,4303
13978,1101,objective_updated,409.01,2,1,0,4303
13979,1101,objective_updated,560.64,2,0,1,4303
13980,1101,objective_updated,702.05,2,1,2,4303
13981,1101,objective_updated,790.46,2,2,3,4303
13982,1101,objective_updated,420.21,2,0,1,4305
13983,1101,objective_updated,620.53,2,1,2,4305
13984,1101,objective_updated,783.79,2,2,3,4305
13995,1101,objective_updated,190.39,2,0,1,4307
13996,1101,objective_updated,445.87,3,1,2,4307
13997,1101,objective_updated,646.34,4,2,3,4307
13998,1101,objective_updated,770.72,5,3,4,4307
13999,1101,objective_updated,950.14,6,4,1,4307
14015,1102,objective_updated,229.79,2,0,2,4310
14016,1102,objective_updated,463.71,3,2,1,4310
14017,1102,objective_updated,61.42,1,0,1,4311
14018,1102,objective_updated,211.76,1,1,2,4311
14019,1102,objective_updated,341.3,1,2,3,4311
14020,1102,objective_updated,341.3,2,3,0,4311
14021,1102,objective_updated,449.37,2,0,1,4311
14022,1102,objective_updated,672.15,2,1,2,4311
14023,1102,objective_updated,75.77,1,0,1,4312
14024,1102,objective_updated,212.71,1,1,2,4312
14025,1102,objective_updated,501.43,2,2,0,4312
14026,1102,objective_updated,638.36,2,0,1,4312
14027,1102,objective_updated,823.74,2,1,2,4312
14028,1102,objective_updated,133.6,2,0,3,4313
14029,1102,objective_updated,268.54,3,3,2,4313
14030,1102,objective_updated,390.67,4,2,1,4313
14031,1102,objective_updated,532.79,5,1,4,4313
14032,1102,objective_updated,675.7,6,4,2,4313
14033,1103,objective_updated,0,1,0,2,4315
14034,1103,objective_updated,178.62,2,2,1,4315
14035,1103,objective_updated,345.43,3,1,0,4315
14052,1103,objective_updated,0,1,0,2,4319
14053,1103,objective_updated,73.92,1,2,1,4319
14054,1103,objective_updated,116.52,1,1,2,4319
14055,1103,objective_updated,189.99,1,2,1,4319
14056,1103,objective_updated,333.23,1,1,0,4319
14057,1103,objective_updated,379.73,1,0,1,4319
14058,1103,objective_updated,427.59,1,1,0,4319
14059,1103,objective_updated,473.01,1,0,1,4319
14060,1103,objective_updated,588.35,1,1,2,4319
14061,1103,objective_updated,632.71,1,2,3,4319
14068,1103,objective_updated,198.28,2,0,3,4321
14069,1103,objective_updated,327.56,3,3,1,4321
14070,1103,objective_updated,469.8,4,1,2,4321
14071,1103,objective_updated,628.77,5,2,4,4321
14072,1103,objective_updated,277.77,1,0,1,4322
14073,1103,objective_updated,392.71,1,1,2,4322
14074,1103,objective_updated,553.41,1,2,3,4322
14075,1103,objective_updated,553.43,2,3,0,4322
14076,1103,objective_updated,617.79,2,0,1,4322
14077,1103,objective_updated,710.43,2,1,2,4322
14078,1103,objective_updated,832.3,2,2,3,4322
14079,1103,objective_updated,832.3,3,3,0,4322
14080,1103,objective_updated,0,1,0,2,4323
14081,1103,objective_updated,73.92,1,2,1,4323
14082,1103,objective_updated,116.52,1,1,2,4323
14083,1103,objective_updated,189.99,1,2,1,4323
14084,1103,objective_updated,333.23,1,1,0,4323
14085,1103,objective_updated,379.73,1,0,1,4323
14086,1103,objective_updated,427.59,1,1,0,4323
14087,1103,objective_updated,473.01,1,0,1,4323
14088,1103,objective_updated,588.35,1,1,2,4323
14089,1103,objective_updated,632.71,1,2,3,4323
14090,1103,objective_updated,0,1,0,2,4324
14091,1103,objective_updated,73.92,1,2,1,4324
14092,1103,objective_updated,116.52,1,1,2,4324
14093,1103,objective_updated,189.99,1,2,1,4324
14094,1103,objective_updated,333.23,1,1,0,4324
14095,1103,objective_updated,379.73,1,0,1,4324
14096,1103,objective_updated,427.59,1,1,0,4324
14097,1103,objective_updated,473.01,1,0,1,4324
14098,1103,objective_updated,588.35,1,1,2,4324
14099,1103,objective_updated,632.71,1,2,3,4324
14100,1104,objective_updated,0,1,0,2,4325
14101,1104,objective_updated,210.25,2,2,1,4325
14102,1104,objective_updated,443.99,3,1,0,4325
14103,1104,objective_updated,45.76,1,0,1,4326
14104,1104,objective_updated,293.94,1,1,2,4326
14105,1104,objective_updated,496.35,2,2,0,4326
14106,1104,objective_updated,91.37,1,0,1,4329
14107,1104,objective_updated,198.55,1,1,2,4329
14108,1104,objective_updated,282.06,1,2,3,4329
14109,1104,objective_updated,282.06,2,3,0,4329
14110,1104,objective_updated,416.97,2,0,1,4329
14111,1104,objective_updated,118.95,2,0,4,4331
14112,1104,objective_updated,343.87,3,4,2,4331
14113,1104,objective_updated,537.41,4,2,3,4331
14114,1104,objective_updated,701.18,5,3,1,4331
14115,1104,objective_updated,0,1,0,2,4332
14116,1104,objective_updated,60.86,1,2,3,4332
14117,1104,objective_updated,203.14,1,3,4,4332
14118,1104,objective_updated,258,1,4,3,4332
